☘️广东频道,#genre#
广东新闻,http://cziptv.gordon.dpdns.org/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&down=1
广东民生,http://183.239.108.37:1698/hls/10/index.m3u8
广东体育,http://221.229.212.86:14975
广东体育,http://183.239.108.37:1698/hls/12/index.m3u8
广东体育,http://211.97.63.3:3443/hls/546/index.m3u8
广东体育,http://45.192.97.170:8880/play/522.m3u8
广东体育,http://183.47.2.156:16883/udp/239.77.0.168:5146
广东体育,http://183.236.43.98:4013/udp/239.77.0.168:5146
广东体育,http://183.236.43.98:4013/udp/239.77.0.112:5146
广东体育,http://183.51.190.232:6633/udp/239.77.0.112:5146
广东体育,http://wmh.wmh.ink:6633/udp/239.77.0.112:5146
广东体育,http://183.47.2.156:16883/udp/239.77.0.112:5146
大湾区卫视,http://139.155.89.87:1000/608917627
大湾区卫视,http://183.239.108.37:1698/hls/15/index.m3u8
大湾区卫视,http://183.51.190.232:6633/udp/239.77.0.215:5146
大湾区卫视,http://183.47.2.156:16883/udp/239.77.0.215:5146
大湾区卫视,http://61.145.188.90:50055/udp/239.77.0.215:5146

🌊港·澳·台,#genre#
翡翠台,http://111.221.137.152:44330/tsfile/live/1009_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://r.jdshipin.com/qrfbg
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://r.jdshipin.com/GeWKr
翡翠台,http://183.239.108.37:1698/hls/92/index.m3u8
翡翠台,http://orz.jkun.cf/smt.php?id=Jade_xue
翡翠台,http://orz.jkun.cf/smt.php?id=jade_twn
翡翠台,http://211.97.63.3:3443/hls/541/index.m3u8
明珠台,http://111.221.137.152:44330/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://r.jdshipin.com/jUx8K
明珠台,http://r.jdshipin.com/GeWKr?id=mzt720
明珠台,http://183.239.108.37:1698/hls/93/index.m3u8
明珠台,http://orz.jkun.cf/smt.php?id=pearl_twn
明珠台,http://mytv.cdn.loc.cc/o12.php?id=mzt
明珠台,http://112.92.129.96:9898/hls/110/index.m3u8
明珠台,http://45.192.97.170:8880/play/1211.m3u8
明珠台,http://45.192.97.170:8880/play/1243.m3u8
TVB无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
TVB无线新闻,http://cdn.jdshipin.com/jisu.php?id=wxxw
TVB无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
TVB无线新闻,http://r.jdshipin.com/CkuBd
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
TVB无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
TVB无线新闻,https://cdn6.101.qzz.io/163189/wxxw
TVB无线新闻,http://hls.168.us.kg/u/83/master.m3u8
TVB无线新闻,http://orz.jkun.cf/smt.php?id=inews_twn
TVB无线新闻,http://45.192.97.170:8880/play/1230.m3u8
TVB星河,http://r.jdshipin.com/sXuuD
TVB星河,http://r.jdshipin.com/Voac4
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
TVB星河,http://orz.jkun.cf/smt.php?id=Xinhe
TVB星河,http://orz.jkun.cf/smt.php?id=tvbxinhe_twn
TVB星河,https://cdn6.101.qzz.io/163189/tvbxh
TVB星河,http://112.92.129.96:9898/hls/122/index.m3u8
TVB星河,http://45.192.97.170:8880/play/1231.m3u8
ViuTV,http://hls.168.us.kg/u/99/master.m3u8
ViuTV,http://r.jdshipin.com/vSJvl
ViuTV,http://r.jdshipin.com/TcKr2
ViuTV,http://bziyunshao.synology.me:8889/bysid/99
ViuTV,http://php.jdshipin.com:8880/TVOD/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
ViuTV,https://php.jdshipin.com:2096/TVOD/iptv.php?id=viutv
ViuTV,https://php.jdshipin.com:2096/TVOD/iptv.php?id=viutv2
ViuTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
凤凰中文,http://221.229.212.86:14896
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://cdn.jdshipin.com/jisu.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://183.239.108.37:1698/hls/96/index.m3u8
凤凰中文,https://cdn6.163189.xyz/163189/fhzw
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://112.92.129.96:9898/hls/128/index.m3u8
凤凰中文,http://45.192.97.170:8880/play/1185.m3u8
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://183.239.108.37:1698/hls/95/index.m3u8
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,http://182.135.66.163:18888/rtp/239.94.2.49:5140
凤凰资讯,http://45.192.97.170:8880/play/487.m3u8
凤凰资讯,http://182.135.66.163:18888/rtp/239.94.2.50:5140
凤凰资讯,http://182.135.66.163:1888/rtp/239.94.2.50:5140
凤凰资讯,http://182.135.66.163:1888/rtp/239.94.2.49:5140
凤凰香港,http://221.229.212.86:14897
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://r.jdshipin.com/NfC0f
凤凰香港,http://183.239.108.37:1698/hls/97/index.m3u8
凤凰香港,http://orz.jkun.cf/smt.php?id=tvbcaijing_twn
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://45.192.97.170:8880/play/1205.m3u8
澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,https://php.jdshipin.com:2096/TVOD/iptv.php?id=asam
民视,http://orz.jkun.cf/smt.php?id=ftvnew_taiwan
民视,http://orz.jkun.cf/smt.php?id=ftvhd_taiwan

📺央视频道,#genre#
CCTV-1,http://221.229.212.86:14923
CCTV-1,http://221.229.212.86:14977
CCTV-1,http://139.155.89.87:1000/608807420
CCTV-1,http://183.239.108.37:1698/hls/1/index.m3u8
CCTV-1,http://cziptv.gordon.dpdns.org/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV-1,http://173.208.212.130:8181/1080p/cctv1.m3u8
CCTV-1,http://36.110.54.118:866/hls/1/index.m3u8
CCTV-1,http://45.192.97.170:8880/play/1186.m3u8
CCTV-1,http://45.192.97.170:8880/play/447.m3u8
CCTV-2,http://221.229.212.86:14993
CCTV-2,http://139.155.89.87:1000/631780532
CCTV-2,http://183.239.108.37:1698/hls/18/index.m3u8
CCTV-2,http://cziptv.gordon.dpdns.org/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV-2,http://173.208.212.130:8181/1080p/cctv2.m3u8
CCTV-2,http://36.110.54.118:866/hls/2/index.m3u8
CCTV-2,http://183.236.43.98:4013/udp/239.77.1.158:5146
CCTV-2,http://183.47.2.156:16883/udp/239.77.1.158:5146
CCTV-2,http://182.135.66.163:1888/rtp/239.94.2.70:5140
CCTV-3,http://221.229.212.86:14985
CCTV-3,http://139.155.89.87:1000/624878271
CCTV-3,http://183.239.108.37:1698/hls/19/index.m3u8
CCTV-3,http://cziptv.gordon.dpdns.org/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-3,http://173.208.212.130:8181/1080p/cctv3.m3u8
CCTV-3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-3,http://36.110.54.118:866/hls/3/index.m3u8
CCTV-3,http://183.47.2.156:16883/udp/239.77.0.169:5146
CCTV-3,http://45.192.97.170:8880/play/459.m3u8
CCTV-3,http://45.192.97.170:8880/play/497.m3u8
CCTV-4,http://cziptv.gordon.dpdns.org/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-4,http://221.229.212.86:14994
CCTV-4,http://139.155.89.87:1000/631780421
CCTV-4,http://183.239.108.37:1698/hls/20/index.m3u8
CCTV-4,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-4,http://173.208.212.130:8181/1080p/cctv4.m3u8
CCTV-4,http://183.47.2.156:16883/udp/239.77.1.163:5146
CCTV-4,http://45.192.97.170:8880/play/224.m3u8
CCTV-4,http://183.220.20.17:4321/rtp/239.11.0.109:5140
CCTV-5,http://cziptv.gordon.dpdns.org/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-5,http://221.229.212.86:14924
CCTV-5,http://221.229.212.86:14982
CCTV-5,http://139.155.89.87:1000/641886683
CCTV-5,http://183.239.108.37:1698/hls/21/index.m3u8
CCTV-5,http://221.229.212.86:14925
CCTV-5,http://221.229.212.86:14981
CCTV-5,http://139.155.89.87:1000/641886773
CCTV-5,http://183.239.108.37:1698/hls/22/index.m3u8
CCTV-5,http://173.208.212.130:8181/1080p/cctv5p.m3u8
CCTV-5+,http://221.229.212.86:14925
CCTV-5+,http://221.229.212.86:14981
CCTV-5+,http://139.155.89.87:1000/641886773
CCTV-5+,http://183.239.108.37:1698/hls/22/index.m3u8
CCTV-5+,http://221.229.212.86:14924
CCTV-5+,http://221.229.212.86:14982
CCTV-5+,http://139.155.89.87:1000/641886683
CCTV-5+,http://183.239.108.37:1698/hls/21/index.m3u8
CCTV-5+,http://cziptv.gordon.dpdns.org/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-5+,http://183.47.2.156:16883/udp/239.77.1.31:5146
CCTV-6,http://221.229.212.86:14995
CCTV-6,http://139.155.89.87:1000/624878396
CCTV-6,http://183.239.108.37:1698/hls/23/index.m3u8
CCTV-6,http://cziptv.gordon.dpdns.org/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-6,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-6,http://173.208.212.130:8181/1080p/cctv6.m3u8
CCTV-6,http://183.47.2.156:16883/udp/239.77.0.171:5146
CCTV-6,http://183.220.20.17:4321/rtp/239.11.0.102:5140
CCTV-7,http://221.229.212.86:14997
CCTV-7,http://139.155.89.87:1000/673168121
CCTV-7,http://183.239.108.37:1698/hls/24/index.m3u8
CCTV-7,http://cziptv.gordon.dpdns.org/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-7,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV-7,http://173.208.212.130:8181/1080p/cctv7.m3u8
CCTV-7,http://218.206.193.218:8888/hls/111/index.m3u8
CCTV-7,http://183.236.43.98:4013/udp/239.77.0.138:5146
CCTV-7,http://45.192.97.170:8880/play/464.m3u8
CCTV-7,http://45.192.97.170:8880/play/454.m3u8
CCTV-8,http://221.229.212.86:14996
CCTV-8,http://139.155.89.87:1000/624878356
CCTV-8,http://183.239.108.37:1698/hls/25/index.m3u8
CCTV-8,http://cziptv.gordon.dpdns.org/tsfile/live/1110_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-8,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV-8,http://173.208.212.130:8181/1080p/cctv8.m3u8
CCTV-8,http://36.110.54.118:866/hls/8/index.m3u8
CCTV-8,http://45.192.97.170:8880/play/253.m3u8
CCTV-8,http://45.192.97.170:8880/play/254.m3u8
CCTV-8,http://45.192.97.170:8880/play/251.m3u8
CCTV-9,http://221.229.212.86:14904
CCTV-9,http://139.155.89.87:1000/673168140
CCTV-9,http://183.239.108.37:1698/hls/26/index.m3u8
CCTV-9,http://cziptv.gordon.dpdns.org/tsfile/live/1124_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-9,http://173.208.212.130:8181/1080p/cctv9.m3u8
CCTV-9,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-9,http://183.47.2.156:16883/udp/239.77.0.135:5146
CCTV-9,http://vpn.jk960.cn:8686/rtp/239.77.1.168:5146
CCTV-9,http://182.135.66.163:1888/rtp/239.94.0.9:5140
CCTV-9,http://182.135.66.163:18888/rtp/239.94.2.32:5140
CCTV-10,http://221.229.212.86:14998
CCTV-10,http://139.155.89.87:1000/624878405
CCTV-10,http://183.239.108.37:1698/hls/27/index.m3u8
CCTV-10,http://cziptv.gordon.dpdns.org/tsfile/live/1129_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-10,http://173.208.212.130:8181/1080p/cctv10.m3u8
CCTV-10,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV-10,http://36.110.54.118:866/hls/10/index.m3u8
CCTV-10,http://45.192.97.170:8880/play/467.m3u8
CCTV-10,http://182.135.66.163:1888/rtp/239.94.2.31:5140
CCTV-10,http://182.135.66.163:18888/rtp/239.94.2.31:5140
CCTV-11,http://221.229.212.86:14986
CCTV-11,http://139.155.89.87:1000/667987558
CCTV-11,http://183.239.108.37:1698/hls/28/index.m3u8
CCTV-11,http://cziptv.gordon.dpdns.org/tsfile/live/1130_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-11,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-11,http://173.208.212.130:8181/1080p/cctv11.m3u8
CCTV-11,http://45.192.97.170:8880/play/271.m3u8
CCTV-11,http://183.236.43.98:4013/udp/239.77.1.238:5146
CCTV-11,http://183.47.2.156:16883/udp/239.77.1.238:5146
CCTV-11,http://45.192.97.170:8880/play/468.m3u8
CCTV-12,http://221.229.212.86:14987
CCTV-12,http://139.155.89.87:1000/673168185
CCTV-12,http://183.239.108.37:1698/hls/29/index.m3u8
CCTV-12,http://cziptv.gordon.dpdns.org/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-12,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-12,http://173.208.212.130:8181/1080p/cctv12.m3u8
CCTV-12,http://45.192.97.170:8880/play/280.m3u8
CCTV-12,http://183.51.190.232:6633/udp/239.77.1.109:5146
CCTV-12,http://45.192.97.170:8880/play/456.m3u8
CCTV-13,http://221.229.212.86:14979
CCTV-13,http://139.155.89.87:1000/608807423
CCTV-13,http://183.239.108.37:1698/hls/30/index.m3u8
CCTV-13,http://cziptv.gordon.dpdns.org/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-13,http://173.208.212.130:8181/1080p/cctv13.m3u8
CCTV-13,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV-13,http://45.192.97.170:8880/play/1219.m3u8
CCTV-13,http://183.51.190.232:6633/udp/239.77.0.188:5146
CCTV-13,http://183.47.2.156:16883/udp/239.253.43.196:5146
CCTV-13,http://182.135.66.163:18888/rtp/239.94.0.37:5140
CCTV-14,http://221.229.212.86:14989
CCTV-14,http://139.155.89.87:1000/624878440
CCTV-14,http://183.239.108.37:1698/hls/31/index.m3u8
CCTV-14,http://cziptv.gordon.dpdns.org/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-14,http://173.208.212.130:8181/1080p/cctv14.m3u8
CCTV-14,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV-14,http://218.206.193.218:8888/hls/14/index.m3u8
CCTV-14,http://gfr.x3322.net:9901/tsfile/live/1079_1.m3u8
CCTV-14,http://182.135.66.163:1888/rtp/239.94.0.14:5140
CCTV-14,http://45.192.97.170:8880/play/288.m3u8
CCTV-15,http://221.229.212.86:14905
CCTV-15,http://139.155.89.87:1000/673168223
CCTV-15,http://183.239.108.37:1698/hls/32/index.m3u8
CCTV-15,http://cziptv.gordon.dpdns.org/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-15,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV-15,http://173.208.212.130:8181/1080p/cctv15.m3u8
CCTV-15,http://45.192.97.170:8880/play/294.m3u8
CCTV-15,http://182.135.66.163:1888/rtp/239.94.0.38:5140
CCTV-15,http://182.135.66.163:18888/rtp/239.94.0.38:5140
CCTV-15,http://45.192.97.170:8880/play/296.m3u8
CCTV-16,http://cziptv.gordon.dpdns.org/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-16,http://221.229.212.86:14926
CCTV-16,http://221.229.212.86:14910
CCTV-16,http://183.239.108.37:1698/hls/33/index.m3u8
CCTV-16,http://173.208.212.130:8181/1080p/cctv16.m3u8
CCTV-16,http://183.47.2.156:16883/udp/239.77.0.165:5146
CCTV-16,http://183.51.190.232:6633/udp/239.77.0.165:5146
CCTV-16,http://183.236.43.98:4013/udp/239.77.0.165:5146
CCTV-17,http://221.229.212.86:14965
CCTV-17,http://139.155.89.87:1000/673168256
CCTV-17,http://183.239.108.37:1698/hls/34/index.m3u8
CCTV-17,http://cziptv.gordon.dpdns.org/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&down=1
CCTV-17,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV-17,http://173.208.212.130:8181/1080p/cctv17.m3u8
CCTV-17,http://183.47.2.156:16883/udp/239.77.1.121:5146
CCTV-17,http://182.135.66.163:1888/rtp/239.94.0.17:5140
CCTV-17,http://182.135.66.163:1888/rtp/239.94.0.39:5140
CCTV-17,http://183.51.190.232:6633/udp/239.77.1.121:5146
CETV-1,http://139.155.89.87:1000/923287154
CETV-1,http://183.239.108.37:1698/hls/59/index.m3u8
CETV-1,http://gfr.x3322.net:9901/tsfile/live/1101_1.m3u8
CETV-1,http://183.236.43.98:4013/udp/239.77.1.222:5146
CETV-1,http://183.47.2.156:16883/udp/239.77.1.222:5146
CETV-1,http://14.19.174.244:4022/udp/239.77.1.222:5146
CETV-1,http://182.135.66.163:1888/rtp/239.94.1.2:5140
CETV-1,http://182.135.66.163:18888/rtp/239.94.1.2:5140
CETV-2,http://139.155.89.87:1000/923287211
CETV-4,http://139.155.89.87:1000/923287339
CETV-4,http://183.236.43.98:4013/udp/239.253.43.40:5146
CETV-4,http://183.220.20.17:4321/rtp/239.11.0.248:5140
CETV-4,http://183.47.2.156:16883/udp/239.253.43.40:5146
世界地理,http://183.30.201.47:10002/udp/239.253.43.24:5146
风云剧场,http://183.239.108.37:1698/hls/79/index.m3u8
文化精品,http://183.47.2.156:16883/udp/239.253.43.13:5146
文化精品,http://vpn.jk960.cn:8686/rtp/239.253.43.27:5146

📡卫视频道,#genre#
北京卫视,http://221.229.212.86:14901
北京卫视,http://139.155.89.87:1000/630287636
北京卫视,http://183.239.108.37:1698/hls/38/index.m3u8
北京卫视,http://45.192.97.170:8880/play/475.m3u8
湖南卫视,http://221.229.212.86:14983
湖南卫视,http://183.239.108.37:1698/hls/35/index.m3u8
湖南卫视,http://173.208.212.130:8181/1080p/hnws.m3u8
湖南卫视,http://183.51.190.232:6633/udp/239.77.0.56:5146
湖南卫视,http://183.47.2.156:16883/udp/239.77.0.56:5146
湖南卫视,http://183.47.2.156:16883/udp/239.77.1.5:5146
湖南卫视,http://45.192.97.170:8880/play/356.m3u8
湖南卫视,http://183.220.20.17:4321/rtp/239.11.0.119:5140
湖南卫视,http://183.51.190.232:6633/udp/239.77.1.5:5146
湖南卫视,http://183.51.190.232:6633/udp/239.77.0.88:5146
浙江卫视,http://183.239.108.37:1698/hls/36/index.m3u8
浙江卫视,http://173.208.212.130:8181/1080p/zjws.m3u8
浙江卫视,http://183.51.190.232:6633/udp/239.77.1.33:5146
浙江卫视,http://45.192.97.170:8880/play/367.m3u8
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140
浙江卫视,http://45.192.97.170:8880/play/437.m3u8
浙江卫视,http://183.47.2.156:16883/udp/239.77.1.33:5146
浙江卫视,http://vpn.jk960.cn:8686/rtp/239.77.1.33:5146
浙江卫视,http://183.51.190.232:6633/udp/239.77.0.89:5146
江苏卫视,http://221.229.212.86:14980
江苏卫视,http://139.155.89.87:1000/623899368
江苏卫视,http://183.239.108.37:1698/hls/37/index.m3u8
江苏卫视,http://211.97.63.3:3443:801/hls/559/index.m3u8
江苏卫视,http://173.208.212.130:8181/1080p/jsws.m3u8
江苏卫视,http://36.110.54.118:866/hls/27/index.m3u8
江苏卫视,http://183.51.190.232:6633/udp/239.77.1.18:5146
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140
江苏卫视,http://vpn.jk960.cn:8686/rtp/239.77.0.126:5146
深圳卫视,http://221.229.212.86:14903
深圳卫视,http://183.239.108.37:1698/hls/39/index.m3u8
深圳卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&down=1
深圳卫视,http://36.110.54.118:866/hls/26/index.m3u8
深圳卫视,http://183.236.43.98:4013/udp/239.77.1.3:5146
深圳卫视,http://183.236.43.98:4013/udp/239.77.0.130:5146
深圳卫视,http://45.192.97.170:8880/play/452.m3u8
东方卫视,http://221.229.212.86:14999
东方卫视,http://139.155.89.87:1000/651632648
东方卫视,http://36.110.54.118:866/hls/28/index.m3u8
东方卫视,http://183.236.43.98:4013/udp/239.77.1.218:5146
东方卫视,http://45.192.97.170:8880/play/476.m3u8
湖北卫视,http://139.155.89.87:1000/947472496
湖北卫视,http://183.239.108.37:1698/hls/41/index.m3u8
湖北卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&down=1
湖北卫视,http://183.51.190.232:6633/udp/239.77.1.174:5146
湖北卫视,http://183.47.2.156:16883/udp/239.77.0.128:5146
湖北卫视,http://183.51.190.232:6633/udp/239.77.0.95:5146
湖北卫视,http://14.19.174.244:4022/udp/239.77.1.93:5146
湖北卫视,http://183.51.190.232:6633/udp/239.77.1.93:5146
湖北卫视,http://183.236.43.98:4013/udp/239.77.0.128:5146
湖北卫视,http://vpn.jk960.cn:8686/rtp/239.77.0.95:5146
广西卫视,http://183.239.108.37:1698/hls/54/index.m3u8
广西卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1
广西卫视,http://45.192.97.170:8880/play/394.m3u8
广西卫视,http://183.51.190.232:6633/udp/239.77.0.139:5146
广西卫视,http://14.19.174.244:4022/udp/239.253.43.36:5146
广西卫视,http://14.19.174.244:4022/udp/239.77.0.139:5146
辽宁卫视,http://221.229.212.86:14991
辽宁卫视,http://139.155.89.87:1000/630291707
辽宁卫视,http://183.51.190.232:6633/udp/239.77.1.103:5146
辽宁卫视,http://45.192.97.170:8880/play/407.m3u8
辽宁卫视,http://14.19.174.244:4022/udp/239.77.1.103:5146
辽宁卫视,http://45.192.97.170:8880/play/406.m3u8
辽宁卫视,http://14.19.174.244:4022/udp/239.77.0.123:5146
贵州卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&down=1
贵州卫视,http://183.47.2.156:16883/udp/239.77.1.221:5146
贵州卫视,http://183.51.190.232:6633/udp/239.77.1.221:5146
贵州卫视,http://183.51.190.232:6633/udp/239.77.0.230:5146
贵州卫视,http://14.19.174.244:4022/udp/239.77.1.221:5146
贵州卫视,http://14.19.174.244:4022/udp/239.77.0.230:5146
安徽卫视,http://221.229.212.86:14902
安徽卫视,http://183.239.108.37:1698/hls/48/index.m3u8
安徽卫视,http://gfr.x3322.net:9901/tsfile/live/1092_1.m3u8
安徽卫视,http://45.192.97.170:8880/play/450.m3u8
安徽卫视,http://183.220.20.17:4321/rtp/239.11.0.117:5140
安徽卫视,http://vpn.jk960.cn:8686/rtp/239.77.1.157:5146
东南卫视,http://221.229.212.86:14974
东南卫视,http://139.155.89.87:1000/849116810
东南卫视,http://183.239.108.37:1698/hls/50/index.m3u8
东南卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&down=1
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140
东南卫视,http://221.219.104.6:1193/rtp/239.3.1.156:8148
海南卫视,http://139.155.89.87:1000/947472502
海南卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1
海南卫视,http://gfr.x3322.net:9901/tsfile/live/1020_1.m3u8
海南卫视,http://vpn.jk960.cn:8686/rtp/239.253.43.101:5146
江西卫视,http://221.229.212.86:14990
江西卫视,http://139.155.89.87:1000/783847495
江西卫视,http://cziptv.gordon.dpdns.org/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&down=1
江西卫视,http://183.51.190.232:6633/udp/239.77.0.149:5146
江西卫视,http://183.220.20.17:4321/rtp/239.11.0.42:5140
